JOIN_SN,JOIN_SN_TYP,BTH_YR,GENDER,IS_KRN
1946591,1,1971,1,1
1212922,1,2010,1,1
1471153,1,1973,2,1
134608,1,1968,2,1
340783,1,1935,1,1
1429486,1,1963,1,1
446677,1,1971,2,1
1933714,1,1966,2,1
864804,1,1983,2,1
1106079,1,1994,2,1
773386,1,1995,2,1
651364,1,2001,1,1
1392385,1,1957,2,1
1362348,1,2001,1,1
812300,1,1966,2,1
804813,1,1978,2,1
28520,1,1972,1,1
1219385,1,1991,1,1
949,1,2001,1,1
1609262,1,2010,1,1
1135541,1,1999,2,1
506021,1,1956,2,1
1800269,1,1982,2,1
1120814,1,1990,2,1
1698943,1,2010,2,1
135808,3,0000,0,0
1646301,1,1996,1,1
1333351,1,2010,1,1
151794,1,1963,1,1
840715,1,2010,1,1
1847064,1,1954,2,1
397219,1,1979,1,1
1500944,1,2003,2,1
1290765,1,1985,1,1
746031,1,1999,1,1
1655954,1,1969,2,1
1008929,1,1969,2,1
1829924,1,2010,2,1
787370,1,1993,1,1
254400,1,1959,1,1
1324003,1,2007,1,1
1510345,1,1996,1,1
1040169,1,1990,1,1
1030134,1,2002,2,1
1595856,1,2002,1,1
1559592,1,1965,1,1
1477187,1,1989,1,1
1298732,1,1974,2,1
723504,1,1940,1,1
1686945,1,1950,2,1
78443,1,1974,2,1
881690,1,1968,1,1
450700,1,1995,2,1
1084915,1,1961,1,1
1642733,1,1971,2,1
386983,1,1935,2,1
1745271,1,1963,1,1
5234,1,2010,2,1
1020062,1,1947,2,1
1636057,1,2010,2,1
1033058,1,1959,2,1
903193,1,1997,1,1
218684,1,1935,1,1
41004,1,1969,1,1
900658,1,1994,2,1
769323,3,0000,0,0
1810429,1,1985,1,1
276149,1,1991,1,1
1596474,1,1976,1,1
1428089,1,1972,2,1
295373,1,2009,1,1
689669,1,1978,1,1
262875,1,2010,2,1
38946,1,1974,1,1
1774381,1,1972,1,1
1495507,1,2000,2,1
636082,1,2006,1,1
836333,1,1964,1,1
1032764,1,1980,1,1
1207485,1,1981,1,1
1896246,1,1968,2,1
356630,1,1935,1,1
1953023,1,1948,1,1
195117,1,1945,2,1
1794431,1,1996,2,1
1272970,1,2005,2,1
861188,1,1979,2,1
932941,1,1978,1,1
691825,1,1986,1,1
292786,1,1997,1,1
351636,1,1991,1,1
1475974,3,0000,0,0
1708016,1,1994,1,1
1779164,1,2010,2,1
1819788,1,1997,1,1
38756,1,2010,2,1
311594,1,1936,1,1
1010662,1,2010,2,1
1794274,1,1992,2,1
1619816,1,1982,1,1
1063410,1,1999,2,1
914621,1,1940,1,1
1158974,1,2010,2,1
1093333,1,2000,1,1
1323142,1,1970,2,1
737146,1,1949,2,1
615467,1,1985,2,1
554761,1,1990,1,1
618687,1,2002,1,1
1186926,1,2001,1,1
385570,1,1998,2,1
2808,1,2010,2,1
798703,1,1993,2,1
1759511,1,1983,1,1
1652617,1,1948,2,1
1691210,1,1999,2,1
1281776,1,2010,2,1
1711058,1,1984,2,1
429764,1,1969,1,1
1435975,1,2010,1,1
1713105,1,1986,2,1
426463,1,1938,2,1
737247,1,1987,2,1
1840101,1,1949,1,1
110951,3,0000,0,0
867852,1,2010,2,1
1525498,1,1938,1,1
771557,1,1973,1,1
432295,1,1954,1,1
1320724,1,1956,2,1
168236,1,1953,2,1
1415436,1,1981,1,1
1715086,1,1969,2,1
433987,1,1963,1,1
307793,1,1957,1,1
1956120,1,1983,1,1
1605431,1,1972,2,1
566892,1,1999,2,1
986232,1,1997,1,1
607129,1,1987,2,1
1144350,1,1976,1,1
1531692,1,1985,2,1
1516016,1,1986,1,1
1644636,1,2010,1,1
145816,1,1966,2,1
1497689,1,2004,1,1
1282284,1,1960,2,1
1890569,1,1978,1,1
112429,1,2008,2,1
164581,1,2010,1,1
1216449,1,1989,2,1
779907,1,1984,1,1
1444657,1,2000,1,1
66084,1,1970,2,1
1365136,1,1981,1,1
510895,1,1953,1,1
1657183,1,2004,2,1
1103726,1,1979,1,1
1687572,1,2008,2,1
827497,1,1985,1,1
698865,1,1996,1,1
425997,1,1981,1,1
594970,1,1983,1,1
76052,1,1967,1,1
211150,1,2010,1,1
1005124,1,1952,1,1
463106,1,1961,1,1
845091,1,1941,1,1
165557,1,1985,1,1
761274,1,1984,1,1
706229,1,2009,1,1
1452399,1,1995,1,1
134150,1,1990,2,1
351235,1,2010,1,1
334329,1,2004,1,1
1108488,1,1994,1,1
700490,1,1998,2,1
453504,1,2008,1,1
212083,1,1991,2,1
108596,1,1943,1,1
169378,1,2005,1,1
589747,1,2001,2,1
805669,1,1975,2,1
169937,1,2010,1,1
1432646,1,1975,2,1
499580,1,1948,2,1
510641,1,1989,1,1
217065,1,1991,1,1
886777,1,1966,1,1
89145,1,1991,1,1
1436519,1,1976,1,1
1457595,1,1980,2,1
1520809,1,1994,1,1
1865164,1,2000,1,1
663247,1,1976,1,1
10184,1,1959,2,1
966048,1,2010,1,1
778163,1,1963,2,1
873244,1,1973,2,1
826197,1,1981,1,1
1527318,1,1970,2,1
1477029,1,1969,2,1
330418,1,1959,1,1
353322,1,1997,2,1
1607525,1,1981,2,1
525927,1,1960,1,1
472030,1,1959,2,1
694444,1,1995,2,1
72003,1,2009,1,1
175020,1,2010,2,1
1532518,1,1980,2,1
607398,1,2010,1,1
1645123,1,1957,1,1
956177,1,1951,2,1
594448,1,2010,1,1
967788,1,2009,1,1
1402512,1,1981,2,1
1087437,1,2010,1,1
1388157,1,1952,1,1
1849211,1,1995,1,1
1245704,1,1979,1,1
1085900,1,1998,1,1
1500097,1,1994,1,1
1191162,1,1984,1,1
355075,1,1970,1,1
1121557,1,1995,1,1
717341,1,2010,2,1
635470,1,1998,1,1
1868476,1,2010,2,1
1337866,1,1956,1,1
691622,1,1962,1,1
586117,1,2010,2,1
1059091,1,2005,2,1
772122,1,1983,2,1
1104929,1,2006,2,1
813839,1,1940,1,1
389458,1,2003,1,1
59962,1,2008,2,1
1817339,1,1970,1,1
416316,1,1951,1,1
1157891,1,1985,2,1
168544,1,2010,2,1
661219,1,1995,2,1
746293,1,1991,2,1
706735,1,1986,2,1
480001,1,1974,1,1
1915177,1,2000,1,1
1879121,3,0000,0,0
1219968,1,2010,1,1
1650021,1,1992,2,1
277939,1,1981,2,1
933138,1,1999,1,1
1816687,1,1955,2,1
460991,1,1974,1,1
981853,1,1978,1,1
346557,1,1996,1,1
360198,1,1999,2,1
118296,1,1963,2,1
539229,1,1953,2,1
1100426,1,1995,1,1
1497597,1,1960,1,1
1092217,1,1986,1,1
1687853,1,1999,1,1
945912,1,2006,1,1
1081582,1,1962,2,1
461346,1,1963,1,1
946114,1,1999,1,1
731068,1,2001,2,1
490438,1,1968,1,1
1001649,1,1972,1,1
642870,1,1989,2,1
631514,1,1998,2,1
191134,1,1972,2,1
280784,1,1995,2,1
158253,1,1977,2,1
83237,1,1940,1,1
635127,1,1951,2,1
1630491,1,2002,1,1
577311,1,1935,1,1
1670434,1,2009,2,1
608453,1,2007,1,1
871233,1,1984,1,1
1018522,1,1947,2,1
1778637,1,1987,1,1
1714606,1,2000,2,1
871051,1,1977,1,1
1411448,1,1993,2,1
615056,1,2007,1,1
1416070,1,1987,1,1
1856352,1,1953,1,1
518551,1,1981,2,1
1783854,1,1961,2,1
1086611,1,1991,1,1
1288309,1,1965,1,1
392305,3,0000,0,0
1522487,1,1963,2,1
644741,1,1982,1,1
1494232,1,1969,2,1
1345168,1,1988,2,1
1208810,1,1966,2,1
104193,1,2010,2,1
762381,1,2001,1,1
1929015,1,1958,2,1
1390641,1,1975,2,1
1204037,1,2003,1,1
1025628,1,1999,1,1
921715,1,2002,2,1
215463,1,2004,1,1
924792,1,1996,1,1
1849185,1,1976,1,1
495826,1,1951,1,1
1352738,1,1971,1,1
975293,1,1963,2,1
257689,1,1996,2,1
496187,1,1945,1,1
195755,1,1963,1,1
813830,3,0000,0,0
1142493,1,1959,2,1
281333,1,2006,2,1
390616,1,2004,2,1
1362134,1,1949,2,1
1684021,1,1946,2,1
1023213,3,0000,0,0
113957,1,1946,2,1
1318455,1,1976,2,1
553934,1,2004,1,1
1898538,1,1976,1,1
1147404,1,1952,1,1
1374305,1,1952,1,1
1324915,1,1980,2,1
567884,1,2010,1,1
1713721,1,1984,2,1
1676368,1,1947,1,1
1326751,1,1991,2,1
360883,1,1990,2,1
1756631,1,1976,1,1
1874494,1,2010,1,1
1612956,1,2009,2,1
1385701,1,1954,1,1
586789,1,1948,2,1
132498,1,1937,1,1
837162,1,1975,1,1
1561022,1,2009,1,1
1287474,1,1958,2,1
147148,1,1958,2,1
959067,1,2004,2,1
1338531,1,1998,2,1
158994,1,1949,2,1
1832439,1,1971,2,1
769571,1,2000,1,1
824143,1,2002,1,1
38947,1,1982,2,1
102731,1,1982,2,1
1507140,1,1961,2,1
1138056,1,1984,1,1
907977,1,1966,1,1
1263344,1,1951,1,1
480042,1,1948,1,1
859157,1,1944,1,1
1640588,1,1940,1,1
590765,1,1968,2,1
1843975,1,1988,2,1
387200,1,1986,1,1
1751327,1,1942,2,1
1152884,1,2010,1,1
759920,1,1957,1,1
1318090,1,1987,1,1
980517,1,1975,1,1
656547,1,1970,1,1
952404,1,1969,2,1
197205,1,1963,1,1
214892,1,1975,2,1
289810,3,0000,0,0
822195,1,1937,1,1
1558924,1,2010,2,1
853088,1,1947,1,1
57495,1,1959,2,1
1437698,1,1954,1,1
83636,1,1944,1,1
323332,1,2010,1,1
1292001,1,1985,2,1
745124,1,2006,2,1
1205133,1,1972,1,1
256385,1,2003,1,1
1538648,1,1938,1,1
1332275,1,2010,1,1
732922,1,1996,1,1
1662359,1,1952,2,1
215427,1,1988,2,1
400430,1,1983,2,1
1362804,1,1998,2,1
1943340,1,1944,1,1
992588,1,1962,2,1
1140651,1,1970,2,1
1310074,1,1960,2,1
879175,1,1951,2,1
1008512,1,1974,1,1
88659,1,1988,2,1
580313,1,1942,1,1
246505,3,0000,0,0
1788020,1,1999,2,1
1709823,1,1990,1,1
932852,1,1995,2,1
569896,1,1963,2,1
1328028,1,1963,2,1
1871102,1,1960,2,1
682216,3,0000,0,0
456654,1,2010,2,1
1538456,1,1997,2,1
1810619,1,1993,2,1
1025398,1,1960,1,1
1228336,1,1961,1,1
842523,1,1956,1,1
550371,1,2001,1,1
691655,1,1935,1,1
409182,1,2000,2,1
1701114,1,2001,1,1
752675,1,1974,2,1
754882,1,1956,2,1
651552,1,1949,1,1
446579,1,2010,1,1
745850,1,2000,1,1
749174,1,2001,2,1
1276648,1,1998,2,1
706112,1,1975,1,1
1855886,1,1950,1,1
1854770,1,2010,2,1
776728,1,1980,2,1
848367,1,1973,2,1
1028764,1,1969,2,1
649759,1,1997,1,1
1390089,1,1970,1,1
1299599,1,1935,2,1
1272264,1,1980,1,1
1079175,1,1994,1,1
112070,1,2008,2,1
1916010,1,1951,1,1
1924556,1,1983,1,1
1346599,1,1995,1,1
1535168,1,1986,1,1
1456582,1,1969,1,1
442125,1,1991,1,1
243850,1,1994,2,1
1516224,1,1945,2,1
792294,1,2010,1,1
1552643,1,1954,2,1
1525187,1,1948,2,1
1021514,1,1989,1,1
531836,1,1983,1,1
435290,1,1943,1,1
1455564,1,2005,2,1
1457179,1,1993,1,1
764852,1,1962,1,1
99211,1,2010,2,1
712791,1,1980,1,1
365906,1,1954,1,1
1545149,1,1996,2,1
128461,1,1954,1,1
1083667,1,2010,1,1
1332686,1,1958,2,1
1502490,1,1980,1,1
638943,1,1975,1,1
591497,1,1987,2,1
1196464,1,1970,1,1
824747,1,2010,2,1
883053,1,1954,2,1
511840,1,1953,2,1
688665,1,1985,1,1
928097,1,1935,2,1
892924,1,2010,1,1
523878,1,1956,2,1
1682344,1,1981,1,1
37493,1,1966,1,1
315432,1,1945,2,1
1739850,1,2000,1,1
1220591,1,2000,1,1
1536698,1,1975,2,1
1589819,1,1975,2,1
1592495,3,0000,0,0
267419,1,1994,1,1
1759248,1,1998,1,1
415576,1,1968,1,1
1232465,1,1965,2,1
1682757,1,1989,1,1
1261484,1,1959,2,1
488135,1,1950,1,1
315311,1,1995,1,1
1041507,1,1988,2,1
1821654,1,1977,1,1
1275605,1,1971,2,1
189016,1,1991,2,1
1212130,1,1997,2,1
1473337,1,1969,2,1
1160981,1,1952,1,1
376756,1,1947,1,1
535227,1,1986,2,1
278415,1,1974,1,1
38317,1,2010,2,1
502418,1,1968,2,1
235632,1,1955,1,1
1567268,1,1987,2,1
586433,1,1957,2,1
683154,1,2010,2,1
1661674,1,2000,2,1
581996,1,2010,2,1
248948,1,1951,2,1
536646,1,1954,2,1
1681645,1,1980,2,1
115028,1,1939,2,1
1363680,1,2010,1,1
1724425,1,2010,1,1
1706931,1,1960,2,1
1421041,1,1995,1,1
1461087,1,1956,2,1
779001,1,1975,1,1
1728084,1,1980,2,1
1534160,1,1967,1,1
1816693,1,1980,2,1
167461,1,1969,1,1
815894,1,1979,1,1
794617,1,1935,2,1
1622198,1,2010,2,1
1853077,1,1943,1,1
69640,1,1954,2,1
163428,1,1969,1,1
1078294,1,1983,1,1
1859217,1,1957,1,1
367571,1,1949,2,1
623281,1,1935,2,1
985734,1,1995,2,1
858090,1,1962,1,1
1079877,1,2010,2,1
1486863,1,1988,2,1
1709920,1,1969,1,1
51870,1,1961,2,1
955763,1,1987,1,1
545875,1,1976,2,1
1783915,1,1967,2,1
1252158,1,2004,2,1
1932124,1,1976,2,1
527935,1,1954,2,1
1871903,1,1936,2,1
592277,1,2001,1,1
1622228,1,1943,2,1
997046,1,1965,2,1
1906424,1,1953,1,1
1662966,1,2010,2,1
721448,1,1963,1,1
1345285,1,1976,1,1
562182,1,1983,2,1
1024882,1,1971,1,1
249398,1,1955,1,1
1056342,1,1990,2,1
515040,1,2010,2,1
734256,1,2010,2,1
159156,1,2010,2,1
747122,1,1957,2,1
1347826,1,1990,1,1
430162,1,1951,1,1
705564,1,1996,1,1
1487105,1,2010,1,1
463104,1,1970,1,1
1784093,1,1969,2,1
1382327,1,2007,1,1
668524,1,1953,1,1
1778602,1,1984,2,1
73324,1,1961,1,1
305064,1,2005,2,1
825904,1,1954,2,1
229436,1,1960,2,1
148230,1,1987,1,1
1863671,1,1942,2,1
115256,1,2003,1,1
1953887,1,1958,1,1
284626,1,1970,2,1
1596843,1,1998,2,1
383020,1,1986,2,1
1141236,1,1984,1,1
1412845,1,1973,2,1
950347,1,1979,2,1
581334,1,1976,2,1
949259,1,2008,1,1
1435847,1,1947,2,1
694708,1,2010,2,1
1509043,1,1982,2,1
1356378,1,1972,1,1
744121,1,1947,2,1
1201505,1,1981,2,1
566707,1,1994,1,1
361704,1,1959,2,1
1638702,1,2004,2,1
72676,1,1994,1,1
168584,1,1982,1,1
1417398,1,1952,2,1
679080,1,2001,1,1
701937,1,1966,2,1
1273016,1,1966,1,1
1343438,1,1964,1,1
1107199,3,0000,0,0
1466146,1,1997,2,1
378716,1,1942,1,1
226005,1,1961,2,1
1734981,1,1963,2,1
907060,1,1970,1,1
827105,1,1940,2,1
811568,1,1943,2,1
335188,1,1953,2,1
1334874,1,1961,2,1
1796727,1,1998,1,1
1727238,1,1981,2,1
184053,1,1992,2,1
1940095,1,1949,1,1
1831242,1,2004,1,1
1737805,1,2010,1,1
196884,1,1975,2,1
943778,1,1979,2,1
402533,1,1956,2,1
789576,1,1970,1,1
819093,1,1958,2,1
1201633,1,2010,2,1
741833,1,1957,1,1
1208411,1,1998,2,1
1707437,1,1958,1,1
999634,1,2010,1,1
333214,1,2006,2,1
955678,1,1990,2,1
782275,1,1935,2,1
724625,1,1994,2,1
1443785,1,2001,1,1
890137,1,1957,2,1
988795,1,1991,2,1
1856892,1,2007,1,1
1499809,1,1992,1,1
1036685,1,1991,1,1
1916407,1,2004,2,1
935993,1,1962,1,1
1430011,1,2009,1,1
1722266,1,2006,2,1
1216732,1,1993,2,1
1721636,1,1985,1,1
1503911,1,1975,2,1
31562,1,1980,1,1
1328556,1,2008,2,1
160596,1,1989,2,1
101933,1,2010,2,1
794380,1,1975,2,1
34020,1,1998,1,1
1429977,1,1941,2,1
328045,1,1960,1,1
813637,1,1974,1,1
1806660,1,1978,2,1
428457,1,1942,1,1
157537,1,1985,1,1
1238874,1,1950,2,1
1675715,1,1956,1,1
38113,1,2008,2,1
1852120,1,1957,2,1
1331055,1,1961,1,1
344582,1,1973,1,1
414142,1,1956,1,1
640134,1,1961,2,1
158232,1,2007,1,1
389635,1,1996,2,1
1717467,3,0000,0,0
1819033,1,1974,2,1
1295223,1,1985,1,1
564209,1,1974,1,1
1107777,1,1988,1,1
441780,1,1987,1,1
231000,1,1966,2,1
1903193,1,1984,2,1
647028,1,1981,2,1
895064,1,1935,1,1
208697,1,1977,2,1
669323,1,1996,1,1
339967,1,2010,1,1
126490,1,1989,1,1
690404,1,1997,2,1
466763,1,2002,1,1
991422,3,0000,0,0
1139668,1,2010,1,1
930654,1,1975,1,1
1550493,1,1987,2,1
364035,1,1967,1,1
1898739,1,2003,2,1
938408,1,2007,1,1
139779,1,1992,1,1
285071,1,1997,1,1
242344,1,1937,1,1
1080346,1,1987,1,1
568341,3,0000,0,0
890379,1,1986,2,1
40048,1,1991,2,1
797945,1,1946,2,1
1183101,1,1949,1,1
896537,1,1941,1,1
1722226,1,1962,1,1
706288,1,1945,2,1
1829221,1,1980,2,1
1382664,1,1970,1,1
675889,1,1992,1,1
1483329,1,1954,1,1
1649163,1,1947,1,1
14984,1,1964,2,1
303126,1,1996,2,1
1708782,1,1963,2,1
1034724,1,1989,1,1
1360267,1,1937,1,1
1832582,1,1971,1,1
638109,1,1955,1,1
1533408,1,1983,1,1
988786,1,1946,1,1
887443,1,1999,1,1
1506551,1,2002,2,1
1393957,1,1987,1,1
1762357,1,1938,2,1
1412103,1,2010,2,1
141939,1,1963,1,1
1704449,1,1979,1,1
1815892,1,1998,1,1
1648256,1,1955,1,1
896834,1,1936,2,1
884035,1,1981,2,1
53920,1,2004,1,1
434658,1,1943,1,1
1750153,1,1993,1,1
559450,1,1973,1,1
1890112,1,1965,1,1
1786672,1,1959,2,1
1438325,3,0000,0,0
1299145,1,1986,2,1
116291,1,2010,2,1
1773403,1,1938,1,1
1932299,1,1987,1,1
470957,1,1997,2,1
1281504,1,1981,2,1
857499,1,1956,2,1
1683364,1,1992,1,1
708426,1,1981,1,1
1050394,1,1990,2,1
859491,1,1975,2,1
1911391,1,1987,1,1
777363,1,1948,2,1
1111729,1,1962,1,1
1277057,1,1987,1,1
1390011,1,1989,2,1
569816,1,1953,1,1
1601912,1,1960,2,1
1704373,1,1998,2,1
1054607,1,1992,2,1
1860354,1,1992,1,1
788151,1,1954,1,1
253580,1,2007,2,1
1257417,3,0000,0,0
1862493,1,1985,1,1
1683387,1,1952,1,1
913337,1,1948,2,1
1824168,1,2003,1,1
1902493,1,2008,1,1
518885,1,2010,1,1
923829,1,2001,1,1
1772034,1,1999,2,1
1103065,1,1953,1,1
653920,1,2002,2,1
96275,1,1972,2,1
1515158,1,1999,1,1
887295,1,1974,2,1
852906,1,1969,2,1
376359,3,0000,0,0
848063,1,2003,2,1
1343402,1,1938,2,1
700585,1,2003,2,1
541750,1,1977,1,1
1519760,1,2010,1,1
363310,3,0000,0,0
42040,1,1974,1,1
452458,1,1991,1,1
101615,1,2010,1,1
1787454,1,2010,2,1
1837127,1,1987,1,1
1385747,1,1938,2,1
823890,1,1997,2,1
1081342,1,1996,1,1
742848,1,1948,2,1
1739277,1,1945,1,1
308713,1,2008,1,1
712858,1,1975,1,1
698965,1,1964,2,1
1632590,1,2002,2,1
1786911,1,1992,2,1
1225713,1,2006,1,1
396823,1,1970,1,1
1864505,1,1962,2,1
1027606,1,2010,1,1
188133,1,1968,1,1
1209849,1,2010,1,1
625384,1,2010,2,1
399572,1,1969,1,1
1725651,1,1986,2,1
736898,1,1988,2,1
1757628,1,1963,2,1
348444,1,1958,2,1
511167,1,1975,2,1
170391,1,1960,1,1
850276,1,1976,1,1
1921798,1,1974,2,1
805477,1,1981,2,1
1855952,1,2010,1,1
551962,1,1978,1,1
295543,1,1990,2,1
501490,1,1935,1,1
1743342,1,1975,1,1
1187799,1,1962,2,1
1193110,1,1943,2,1
1526799,1,1990,1,1
1079752,1,1967,1,1
1873748,1,1935,2,1
120721,1,2001,2,1
1670504,1,1985,1,1
1266434,1,1957,2,1
1063674,1,1967,2,1
1404070,1,2010,2,1
1772568,1,2010,1,1
44347,1,1946,1,1
1940773,1,1944,2,1
1640078,1,1995,2,1
853421,1,1985,2,1
1132991,1,1997,2,1
352077,1,1963,1,1
1298747,1,1961,2,1
993364,1,1936,2,1
898241,1,2001,2,1
1111805,1,1996,2,1
1362999,1,1984,1,1
1748199,1,1998,2,1
1180613,1,1961,2,1
549246,1,1979,2,1
997972,1,2007,1,1
1608084,1,1956,1,1
125759,1,1978,2,1
1772891,1,1991,2,1
484208,1,2010,2,1
438218,1,1998,1,1
1705564,1,1950,2,1
1497391,1,1991,2,1
304386,1,1997,2,1
135927,1,1993,1,1
534465,1,2010,1,1
526469,1,1995,1,1
1127794,1,2010,1,1
1581803,1,2010,2,1
1091678,1,1935,1,1
331859,1,1983,2,1
6822,1,1994,1,1
1302632,1,1981,2,1
693922,1,1964,2,1
68623,1,1963,2,1
1061351,1,1991,2,1
384076,1,2009,1,1
1533943,1,2010,1,1
1483783,1,1967,2,1
1198330,1,1977,1,1
1941009,1,1957,1,1
404608,1,2010,1,1
525698,1,1956,2,1
43996,1,1955,2,1
438686,1,1967,1,1
657417,1,1990,1,1
1240154,1,1949,1,1
1333781,1,1959,1,1
1556212,1,1966,1,1
1331256,1,1982,1,1
398489,1,1950,2,1
597612,1,1966,1,1
347709,1,1997,1,1
1329394,1,1965,1,1
429453,1,1949,1,1
354202,1,2006,2,1
1076495,1,2002,2,1
161135,1,1964,1,1
244851,1,1983,2,1
1453358,1,2003,2,1
1320285,1,1959,1,1
1486468,3,0000,0,0
1877725,1,1947,1,1
1838769,1,1951,2,1
892718,1,1992,2,1
1329903,1,1981,2,1
216379,1,2003,2,1
1631896,1,1963,2,1
688739,1,1955,2,1
1647814,1,1946,2,1
138600,1,1954,1,1
1792471,1,2009,1,1
1487027,1,1972,2,1
1303080,1,2003,2,1
663505,1,1968,2,1
501108,3,0000,0,0
412243,1,2000,1,1
1741024,1,1946,2,1
378753,1,1985,2,1
10831,1,1988,1,1
557230,1,1964,2,1
1805007,1,2010,1,1
215402,1,1958,2,1
1318682,1,1956,2,1
1223,1,1965,2,1
430032,1,1985,2,1
90481,1,1974,1,1
689158,1,1968,1,1
1847821,1,1939,2,1
1716118,1,1986,2,1
4877,1,1965,2,1
1783316,1,1990,1,1
1013184,1,2010,2,1
834251,1,1990,2,1
142348,1,2001,1,1
1674230,1,1977,2,1
161283,1,1954,1,1
926958,1,1967,2,1
1445528,1,1987,1,1
1826333,1,2000,2,1
1575741,1,1962,1,1
225073,1,1998,2,1
1609928,1,1993,1,1
21418,1,2010,1,1
398579,1,1965,1,1
538698,1,1957,1,1
858771,1,2002,1,1
1947640,1,1979,2,1
603897,1,1983,1,1
808219,1,2010,2,1
168249,1,1980,1,1
421849,1,1995,1,1
836158,1,2004,2,1
824730,1,1973,2,1
1129912,3,0000,0,0
1452474,1,2010,2,1
1059577,1,2004,2,1
1453567,1,1990,1,1
1850875,1,1999,2,1
614241,1,1986,2,1
1004067,1,1965,1,1
1515645,1,1950,1,1
1475669,1,1960,1,1
1595703,1,1977,2,1
1082889,1,2004,1,1
1548256,1,1991,1,1
93891,1,1993,1,1
693542,1,1995,2,1
879251,1,1955,1,1
1686708,1,2009,2,1
1233564,1,2007,1,1
1414016,1,2010,1,1
1691566,1,1936,2,1
1450784,1,1980,1,1
1734017,1,1947,2,1
570270,1,2010,1,1
1805262,1,2009,2,1
1134359,1,1968,2,1
546341,1,1976,1,1
1629798,1,1959,2,1
1630060,1,2010,2,1
1694806,1,2000,2,1
1052022,1,1950,1,1
1077693,1,1946,2,1
1446693,1,1994,2,1
527135,1,1943,2,1
1263125,1,1938,1,1
445382,1,1942,1,1
1765784,1,1989,2,1
664678,1,1993,1,1
374427,3,0000,0,0
731761,1,1995,1,1
1452742,1,2010,1,1
992778,1,1972,1,1
574414,1,1959,1,1
932910,1,1959,1,1
1681874,1,1985,2,1
521129,1,2010,2,1
202476,1,1981,2,1
1390971,1,2003,1,1
827362,1,1997,1,1
382367,1,2010,1,1
690535,1,2001,2,1
1782510,1,1951,1,1
913007,1,2005,2,1
845353,1,1994,1,1
541452,1,1977,1,1
1772461,1,1986,2,1
971690,1,1950,1,1
16687,1,1974,2,1
1789902,1,1935,2,1
151496,1,1977,1,1
1951888,1,2010,2,1
1598472,1,2002,2,1
1153722,1,2005,1,1
566410,1,1976,1,1
929474,1,1996,1,1
1356561,1,2005,1,1
103271,1,1953,1,1
1954370,1,1971,2,1
1268019,1,2010,2,1
619703,1,1981,2,1
1652139,1,1966,1,1
1548578,1,1981,1,1
1196693,1,1976,1,1
56742,1,1969,1,1
1294558,1,1935,2,1
242208,1,1959,2,1
1025636,3,0000,0,0
100796,1,1974,2,1
1936782,1,1954,2,1
115991,1,1943,2,1
317116,1,2000,2,1
64725,1,1993,2,1
613607,1,1955,1,1
1874444,1,1973,1,1
142579,1,1939,2,1
1874289,1,2010,2,1
1357791,1,2008,1,1
976267,1,2009,2,1
892859,1,1957,2,1
1102057,1,1965,2,1
860667,1,1987,1,1
93492,1,1988,1,1
1613374,1,1990,2,1
1753758,1,1992,2,1
712146,1,1975,1,1
1030059,1,1957,1,1
1044584,1,2010,1,1
1821972,1,1997,1,1
1935697,1,2010,2,1
1864470,1,1983,1,1
1846415,1,2002,1,1
17829,1,1993,1,1
888138,1,1980,2,1
1570475,1,1974,1,1
1799083,1,1986,2,1
1382945,1,1937,1,1
1905935,1,2005,1,1
196183,1,1977,1,1
1556788,1,2010,2,1
657459,1,1986,1,1
1635318,1,1994,2,1
667879,1,2010,2,1
1781833,1,1947,2,1
757476,1,1980,1,1
1948074,1,2010,2,1
371541,1,1984,2,1
1416556,1,1952,1,1
246479,1,1994,1,1
806960,1,1952,1,1
1213059,1,1980,2,1
947877,1,1948,1,1
1339639,1,1982,1,1
1537059,1,2010,1,1
949275,1,1961,2,1
883015,1,1948,1,1
1079570,1,1951,1,1
468419,1,1952,2,1
1756234,1,1968,1,1
603548,1,1941,1,1
1710672,1,1972,1,1
68921,1,2010,1,1
846417,1,1979,1,1
1727871,1,1979,2,1
911599,1,1999,2,1
996925,1,1950,1,1
1096943,1,1995,1,1
742370,1,1935,2,1
621657,1,2001,1,1
1611698,1,2010,1,1
335994,1,1946,1,1
1046117,1,2003,2,1
519590,1,1958,1,1
600249,1,1999,2,1
278050,1,1994,1,1
188710,1,1974,1,1
1016954,1,1966,2,1
1591094,1,1949,2,1
1866649,1,1965,2,1
672601,1,1966,1,1
619381,1,1980,1,1
710391,1,1969,1,1
1807685,1,1989,1,1
329356,1,1997,1,1
1674525,1,1946,2,1
1719616,1,1942,2,1
1839653,1,1995,1,1
1590213,1,2000,1,1
1473768,1,1961,1,1
1548648,1,2003,2,1
1068837,1,1976,1,1
1604652,1,1940,1,1
394778,1,2006,2,1
929346,1,1967,2,1
993063,1,1999,2,1
837809,1,1973,1,1
607132,1,2010,2,1
1386373,1,1940,1,1
1453624,1,1971,1,1
1133821,1,1953,1,1
1346619,1,1994,1,1
1592923,1,1959,1,1
237934,1,1964,1,1
693761,1,1972,2,1
1374403,1,1982,2,1
1520805,1,1994,1,1
928388,1,1987,2,1
1641532,1,1990,1,1
986247,1,1943,2,1
486336,1,1967,2,1
1629330,1,1961,2,1
619363,1,1988,1,1
1113514,1,1987,1,1
1121558,1,2001,1,1
252925,1,2007,2,1
