JOIN_SN,JOIN_SN_TYP,BIZ_SN,BIZ_TYP_CD,BIZ_GIS_CD
53416,1,166079,5000,32
834251,1,145781,5000,37
1490012,1,15846,1000,35
1537227,1,34905,5000,31
1502430,1,57871,3000,37
956021,1,112512,4000,21
1725763,3,168094,6000,36
1349497,3,128247,4000,36
1086997,1,157601,9000,11
919597,1,136155,5000,35
840759,1,112538,4000,11
198945,1,396,5000,31
261490,1,193859,5000,31
371789,1,192517,4000,31
271786,3,107345,4000,35
921703,3,46382,4000,34
1453271,1,145851,9000,36
1194940,1,5399,9000,31
1552592,3,64911,7000,11
875243,3,87822,9000,24
1742375,1,120113,6000,31
71687,1,7197,0000,31
1102357,1,147010,6000,31
557571,1,8178,0000,22
1051917,1,104883,6000,11
826511,3,159441,7000,11
724997,1,88314,4000,31
1165662,3,62538,4000,11
1404209,1,64711,3000,31
418455,1,42386,0000,37
374588,1,116953,5000,11
445301,1,193150,9000,11
402627,1,40727,9000,25
1505328,1,83779,9000,11
608025,1,153218,4000,11
1024662,1,68589,5000,22
1030645,1,103522,9000,34
215018,1,144324,6000,21
339734,1,51127,7000,31
1137923,1,21342,4000,21
671811,1,114072,6000,31
689011,1,40551,5000,11
1050681,1,113413,8000,11
965830,1,96945,0000,11
1145164,1,180851,5000,34
363232,1,85287,9000,37
796784,1,80090,9000,99
869622,1,190802,4000,37
211967,1,40376,6000,25
1082901,1,26854,4000,11
799318,1,76262,5000,38
1784502,1,30860,4000,11
170391,1,2202,4000,31
1419944,1,173254,4000,22
1733223,3,118274,7000,11
1740686,1,39015,9000,37
1078202,1,14316,8000,35
1872849,1,129168,9000,35
551615,1,133930,4000,33
1010704,3,90090,6000,11
1296345,1,161055,2000,31
1570902,1,59714,7000,35
591783,1,155919,6000,34
802323,1,93997,4000,23
345250,1,24515,0000,31
101982,1,15886,6000,11
421038,1,63383,3000,31
219940,3,34207,3000,33
1144173,1,70135,6000,11
1440914,1,183453,4000,31
955011,1,95793,0000,34
1442445,1,144731,6000,99
453730,1,191547,4000,38
747632,3,75286,8000,21
1039456,1,104417,0000,31
375208,1,37798,0000,24
396618,1,17917,9000,33
1953023,1,195789,9000,33
55196,1,67203,3000,23
187973,1,19076,0000,35
929129,1,5273,4000,23
1805324,1,139528,9000,31
1176406,1,16287,6000,11
1169614,1,78190,4000,34
1108492,1,168542,4000,31
627538,3,71652,4000,99
820386,1,82421,0000,11
704786,1,79592,9000,11
1177091,1,58587,4000,23
1747085,1,175252,0000,11
1496048,1,10003,6000,31
265402,1,76867,9000,11
417369,1,92839,4000,21
1094668,1,70784,4000,31
47613,3,121634,2000,38
1335617,3,72450,7000,38
128158,3,168860,4000,31
828327,1,132403,6000,11
1634049,1,176248,4000,11
616165,1,176503,5000,23
1404209,1,19355,3000,31
317271,1,122098,6000,31
352295,1,191844,6000,11
183873,1,165120,2000,23
173695,1,170241,0000,35
1482940,1,148829,9000,38
786592,1,18614,4000,11
279780,1,132986,4000,11
406939,1,98481,4000,21
639517,1,64468,9000,99
855490,1,85850,0000,38
1732140,3,123453,2000,24
1883266,1,92782,9000,99
1757091,1,6602,5000,11
160601,1,127984,4000,21
1733523,1,135479,5000,25
502557,3,191116,0000,36
490127,1,73848,4000,34
1891301,1,101153,2000,31
584001,3,25082,4000,31
1290394,3,88823,0000,31
849971,1,101525,4000,31
1001919,1,172223,6000,34
427052,1,145327,2000,22
466035,1,161719,9000,24
1704220,1,71002,4000,31
582851,1,145264,4000,37
580622,1,92698,7000,21
1542947,1,35246,7000,26
531836,1,53638,9000,38
1550828,1,144463,4000,37
1564951,1,112304,7000,31
728371,3,101441,6000,35
1919250,1,177954,6000,11
1263483,3,23964,2000,31
836207,3,9455,0000,24
668285,1,79248,5000,39
931289,1,113981,4000,21
1650021,1,122988,4000,35
962088,1,184840,5000,31
1482793,1,193037,6000,31
984612,1,98774,9000,24
636569,1,161115,5000,11
696374,1,29840,4000,38
1453813,1,160490,5000,22
1742710,1,62424,6000,11
1390815,1,116701,0000,22
1216212,1,841,6000,11
1051340,3,135193,4000,35
1705199,1,69486,6000,31
1487048,1,50808,5000,23
1876485,1,175699,5000,26
1302487,1,130676,4000,31
705886,1,82349,4000,11
617647,1,57537,7000,11
241378,1,24516,9000,99
839837,1,143483,0000,11
371674,1,124271,0000,36
607285,1,51333,4000,11
1608749,1,155886,8000,11
1756336,1,121717,5000,21
4739,1,195035,5000,31
1843672,1,122612,2000,31
402627,1,115341,9000,25
728283,1,13463,4000,11
1180371,1,118499,9000,99
407656,1,188933,4000,11
1715301,1,110868,4000,31
919306,1,110101,7000,31
270760,1,28152,8000,38
1402412,1,144995,4000,31
1511348,1,175608,2000,34
1164637,1,16787,4000,36
1268228,1,114886,6000,25
1334987,1,133894,6000,31
691742,1,95241,3000,11
846673,1,84996,0000,24
924458,1,73003,5000,11
303032,1,5152,5000,11
1409690,1,141475,9000,99
1579577,1,129467,5000,21
692072,1,118455,4000,11
1637478,1,31484,7000,11
882199,1,174209,4000,11
1842253,1,104079,9000,11
1365766,1,155525,4000,31
60059,1,15882,4000,31
196737,3,92830,4000,21
704439,3,104049,2000,25
1852725,1,121035,5000,11
130785,1,37766,2000,36
505103,1,146855,4000,31
1635941,1,41102,1000,11
1375142,3,87620,4000,35
1862313,1,186757,0000,31
994198,1,161035,4000,31
41616,1,109629,5000,31
312231,1,118377,5000,34
1311946,1,116682,1000,22
1099164,1,181201,9000,34
232837,3,63769,5000,11
125841,1,186541,6000,32
867781,1,104600,4000,11
1587248,1,11574,4000,31
1140387,1,102763,5000,39
202850,1,142339,5000,37
113981,1,90944,7000,35
1677779,1,128815,9000,31
989677,1,191503,0000,31
402765,1,185481,6000,11
79342,1,8024,9000,36
1796492,1,158640,0000,11
1148636,1,177627,4000,21
1228943,1,183160,4000,11
212339,1,125827,6000,25
316124,1,35048,3000,31
888652,1,139901,2000,31
1753545,1,25018,8000,25
1179207,1,60003,4000,39
1368947,1,11527,4000,21
340657,1,68714,4000,38
1222092,1,178695,4000,21
1094825,3,174079,4000,22
532274,1,111897,9000,31
617647,1,135851,7000,11
44551,1,13040,5000,31
827430,1,35472,6000,23
1099164,1,114144,5000,34
43891,1,5453,1000,11
1347440,1,53710,4000,11
534667,3,148283,9000,31
206317,3,141868,0000,21
155807,1,121786,6000,11
1394187,1,139904,0000,31
1065239,1,107030,9000,32
68511,1,160079,0000,11
1840895,3,181487,6000,21
1570902,1,188819,9000,35
656576,1,165563,5000,38
562909,1,141765,5000,11
1253997,1,125976,0000,37
1805816,1,181023,0000,33
1260184,1,162867,5000,11
1218789,1,154674,5000,38
797303,3,25755,6000,31
586912,1,77651,6000,31
498008,1,80046,3000,22
363310,3,182108,2000,31
1308071,1,131248,9000,32
1510344,1,181132,9000,21
1888647,3,154768,7000,11
1856991,1,186177,9000,25
729839,1,83136,4000,23
942978,1,56889,7000,21
681815,1,43868,6000,38
500108,3,83502,0000,99
352627,1,24876,5000,31
991301,1,10789,0000,38
8366,1,39469,4000,31
1947535,1,38808,4000,11
153024,1,136619,5000,31
1810796,1,86489,7000,38
1769052,3,177433,8000,36
433577,1,37027,2000,37
1358357,1,134431,7000,11
1570902,1,83488,3000,35
1081308,1,108673,9000,32
288006,1,163918,5000,33
828793,1,179416,6000,25
1028318,1,33904,9000,21
1367461,1,155373,5000,31
1184071,1,55130,0000,37
1690685,3,44127,3000,37
212797,1,190444,9000,22
1069338,1,130001,4000,31
1562981,3,69806,3000,38
1453813,1,145891,9000,22
620568,1,7432,5000,36
1689112,1,87361,6000,22
1357285,1,184454,4000,31
710245,1,159316,5000,33
1391854,1,139659,0000,37
703964,1,70942,9000,22
344207,1,34886,0000,25
730965,3,23294,4000,11
1064442,1,135175,6000,37
1356083,3,144567,6000,38
1167111,1,124504,4000,34
1126171,1,165375,6000,11
264913,1,33139,4000,23
1269951,1,68959,5000,21
1475728,3,79983,4000,11
1191264,1,172967,4000,21
1651992,1,156366,4000,33
143980,3,112656,3000,11
817914,1,33037,4000,24
239404,3,37633,4000,11
1698714,1,118851,2000,11
772585,3,114618,4000,39
421899,1,128660,5000,11
511273,1,117290,4000,21
371216,1,104624,2000,23
1574934,1,47537,5000,33
1748992,3,130600,7000,11
122768,1,150002,7000,21
1437307,3,57129,7000,37
1127541,1,115058,4000,31
1673396,1,122290,1000,24
1840620,3,147485,2000,36
1154477,1,196260,3000,35
781203,1,176822,4000,22
711719,1,143692,5000,11
871762,1,196381,4000,26
656623,1,149960,5000,37
1851146,1,145643,6000,31
47770,1,145884,6000,11
1266940,1,92209,4000,26
1145672,3,25483,0000,31
1921831,1,61428,4000,35
362395,1,157052,5000,37
716549,1,164460,0000,11
691886,1,16673,4000,34
1807685,1,150988,5000,24
480142,3,190950,4000,32
694307,1,185014,4000,11
177179,1,2380,4000,32
469607,3,88308,7000,99
1579169,3,7079,4000,37
1367461,1,137216,9000,31
1925317,1,108057,2000,31
1247381,1,109765,3000,36
1003218,1,100747,0000,34
1917457,1,41155,4000,24
442954,1,172354,8000,25
161968,3,21254,4000,36
1116255,1,66453,4000,38
550084,1,71571,4000,31
367120,1,164400,5000,31
622981,1,130813,4000,31
826249,1,164836,4000,11
514620,3,2766,9000,31
220043,1,54647,4000,11
1801035,1,158527,9000,37
1856792,1,15229,5000,22
1078176,3,38883,4000,31
416316,1,48123,4000,25
333648,1,33830,9000,99
757344,1,36591,4000,21
1636654,1,164155,6000,99
1705056,1,64959,4000,33
1306854,1,186582,4000,31
1687943,1,96784,4000,31
982766,1,188321,6000,11
1844015,1,64583,4000,33
127921,1,12993,8000,22
259736,1,4401,9000,31
1270559,3,137953,5000,31
206605,1,139963,5000,36
1197979,1,15221,6000,11
441286,1,86213,4000,11
1320475,3,152530,2000,38
1051301,1,75674,2000,31
1843432,1,184705,9000,31
337296,1,162096,4000,38
1028974,1,83816,7000,11
1423564,3,100284,6000,11
362395,1,133890,4000,37
1477367,1,102123,3000,26
208269,3,192905,4000,21
957196,1,96031,5000,38
1538139,1,135932,0000,31
1817224,1,182166,6000,99
31922,1,65206,5000,31
749751,3,47944,3000,11
1571447,1,97112,6000,22
826480,1,33704,6000,11
754895,1,123668,4000,11
638602,1,68670,8000,11
326373,1,169031,4000,35
1088512,1,112271,0000,26
1201315,1,113462,4000,35
261897,1,23836,5000,31
78966,1,105910,4000,11
645994,1,15488,5000,25
442954,1,47992,8000,25
1686495,1,38187,9000,22
1013894,1,53070,7000,11
1631975,1,44416,4000,11
522302,1,52702,6000,99
417286,1,173617,5000,37
522331,1,141518,5000,11
395455,1,40032,9000,33
396111,1,2073,9000,32
1673038,1,64830,4000,38
230216,1,161500,5000,33
716737,1,107698,4000,11
160788,3,123335,1000,33
622580,1,42094,5000,11
252229,1,32538,4000,38
1496048,1,72358,4000,11
1165367,1,100,6000,11
642241,3,32782,7000,11
356360,1,106178,6000,23
1308071,1,91369,4000,32
479596,1,48477,9000,24
757212,1,76216,9000,38
1796000,1,122524,4000,39
1804105,1,134818,5000,11
762355,1,49597,5000,11
638091,1,12766,9000,23
1103995,1,177578,8000,31
1790853,1,142804,4000,21
913090,3,108320,1000,31
1286160,1,65014,5000,31
170197,1,127959,4000,26
1849158,1,74376,7000,23
430355,1,43621,0000,11
1575640,3,106465,4000,31
202486,1,138449,4000,11
1566309,3,140073,4000,31
1134487,1,188801,9000,99
749690,1,34650,8000,31
992383,3,95234,4000,11
1183266,3,117831,2000,36
407705,1,143686,7000,11
1424396,1,167323,7000,33
1149201,1,58988,4000,22
739112,1,84350,4000,11
1607557,3,43017,5000,11
1426591,1,68992,8000,11
1286013,3,38281,4000,99
320703,1,189091,6000,31
430058,3,6100,0000,11
960357,1,3814,4000,21
881598,3,112448,4000,31
1735561,1,174119,4000,35
1364562,1,98136,7000,23
843222,1,153495,2000,25
1452088,1,64201,9000,11
1064442,1,106916,9000,37
394125,1,131864,5000,37
1175695,1,20722,6000,11
117116,1,70442,6000,31
1860106,1,186484,0000,32
656623,1,172368,5000,37
964681,1,18733,1000,11
1491715,3,169052,4000,37
1404209,1,17874,5000,31
918365,1,69120,3000,23
1014169,1,124398,5000,31
1790409,1,82748,9000,31
1501947,1,111031,4000,22
1870865,1,107576,3000,11
1189986,3,193712,4000,31
1437460,3,30241,6000,11
1616221,1,162118,9000,38
911066,3,130306,4000,35
123015,3,23973,4000,11
1550032,1,7566,6000,11
970033,3,193692,4000,99
1575777,1,77434,7000,21
1097415,1,50605,7000,25
1197296,1,120160,4000,11
668786,1,79214,5000,31
1141694,1,46539,9000,26
889465,1,40451,6000,31
982601,3,77403,6000,35
994541,1,60000,9000,21
500774,1,22010,2000,22
174346,1,147556,4000,11
746903,1,111485,6000,21
1145164,1,114980,9000,34
476925,1,152600,2000,11
1766110,3,116860,1000,11
895503,1,51937,0000,31
1005614,1,186392,5000,11
1384429,3,115404,4000,22
1509307,1,151425,9000,31
1390676,1,70312,6000,33
1216635,1,93364,8000,11
18487,1,151669,9000,31
219428,1,3425,9000,31
1210470,3,166581,4000,11
1717368,1,80676,9000,11
1370487,1,137502,9000,22
946890,1,95002,0000,31
282839,1,14298,4000,36
271709,1,42366,4000,24
1337731,1,161593,0000,21
65006,1,64032,3000,21
1625574,1,155902,3000,24
182096,1,132939,8000,38
949998,1,30999,4000,22
1437721,3,152180,5000,11
1593331,1,148927,6000,11
1330036,1,133431,0000,21
1166044,1,114893,5000,31
1313773,3,97183,8000,34
1126171,1,35433,6000,11
1936974,1,140824,3000,31
1318264,1,28832,5000,23
1709752,3,139626,2000,22
1265988,1,180597,6000,32
353101,1,47218,9000,24
1895868,1,72695,2000,31
85074,3,94966,2000,31
387166,1,103246,6000,11
1642470,3,1718,4000,24
1832130,1,183715,9000,34
430032,1,190211,6000,25
38958,1,87319,4000,37
740233,1,90086,5000,21
1079570,1,165113,9000,32
1788274,3,137628,4000,11
1395256,1,125486,6000,11
814270,1,5498,2000,38
1518791,1,138603,4000,24
943404,1,186208,5000,37
1417847,1,118880,2000,38
1340403,1,164767,8000,23
1486101,1,187136,4000,23
683200,3,195757,4000,21
1191268,3,130237,6000,31
696846,1,70243,9000,23
41428,1,176158,6000,11
237282,3,158501,7000,31
790472,1,188038,9000,25
618472,1,62304,0000,31
1132326,1,46657,4000,39
593771,1,39420,9000,23
885001,3,75000,2000,26
1741125,1,182196,4000,11
1876407,3,185738,4000,31
239368,1,107887,2000,11
165278,3,191287,9000,21
1644890,1,10146,4000,31
1165367,1,110045,0000,11
1512131,1,173429,5000,34
1357052,1,129424,8000,25
667740,3,121804,4000,31
1466519,1,136108,5000,24
792057,1,100058,5000,33
1050394,1,15083,3000,11
971690,1,160542,4000,31
963482,1,16277,2000,21
375872,1,38096,9000,25
725745,1,138666,5000,25
1944389,1,123196,6000,31
395735,1,54432,5000,31
980416,1,164370,4000,31
107632,1,67221,5000,38
1861774,1,119200,1000,23
563293,1,56860,9000,32
137670,1,14002,0000,39
1937957,1,133469,5000,32
1643477,3,155041,4000,34
1098048,1,110320,9000,99
1687046,1,59343,4000,31
651358,3,69267,0000,34
1021098,1,102567,9000,99
733565,1,68616,4000,21
17540,1,116998,4000,11
484737,3,16100,3000,21
374427,3,87887,2000,31
311907,1,31639,9000,32
315438,1,101852,3000,33
1021308,1,119834,4000,31
236374,1,82287,6000,31
1949229,1,21124,3000,33
998135,1,56124,5000,11
248157,3,187938,6000,11
882240,3,40603,7000,31
528613,1,117945,6000,32
713447,1,95243,0000,31
638602,1,95427,8000,35
1167732,1,176782,4000,31
1468762,3,57151,2000,31
25131,1,71257,5000,26
760315,1,34060,4000,21
896432,1,89923,0000,35
55363,1,85540,4000,22
1697284,1,24365,4000,37
650985,3,40829,4000,32
1523510,1,22591,4000,33
1661316,1,28943,6000,11
1219576,1,164330,6000,31
1368010,1,84543,1000,22
529812,1,182469,7000,31
1597219,1,72208,4000,35
1115055,1,81638,4000,23
941655,1,94455,0000,34
490014,1,20621,9000,37
1749374,3,139982,4000,38
828142,1,30766,5000,11
763621,1,182082,9000,26
315438,1,164464,3000,33
430036,1,43588,6000,31
1227582,1,51081,6000,31
107769,1,10958,0000,36
1892969,3,111414,9000,31
728349,1,73317,6000,99
181731,1,183579,3000,31
920907,1,157479,9000,36
714942,3,84638,2000,31
1915502,1,47919,5000,11
792057,1,44432,4000,33
993411,3,186833,0000,21
846546,1,151871,6000,31
986687,3,54186,3000,31
798349,1,195536,6000,11
1595926,1,13011,6000,38
497083,1,36983,4000,25
814379,1,97143,2000,21
1605879,1,32933,1000,21
221179,1,77030,9000,37
430884,1,66324,5000,11
1049338,3,56632,4000,99
1321506,1,88618,1000,31
1760767,1,55121,4000,21
278510,1,172250,9000,21
1163934,3,155997,0000,31
1191477,1,119593,0000,38
1643493,1,187690,4000,31
786208,1,36555,0000,38
1368073,3,23186,8000,38
124472,1,106752,4000,21
1559820,1,51370,0000,99
1586744,3,1194,1000,31
809705,1,152670,4000,37
1469045,1,147417,0000,31
1825603,1,74187,0000,36
958402,3,186312,0000,31
1550828,1,169191,5000,37
127921,1,158942,8000,22
576550,1,173587,2000,24
726987,1,73183,9000,32
1410281,1,140331,4000,38
110951,3,144384,4000,22
86176,1,172455,4000,34
947829,1,30521,4000,31
686922,3,104851,4000,21
1853801,1,88318,4000,38
1331399,1,133550,6000,31
183873,1,135783,0000,23
935993,1,64841,6000,31
89021,1,1294,5000,24
132975,1,56501,4000,31
213949,3,139025,6000,22
1753650,1,97743,4000,37
574443,1,186406,4000,11
211395,1,32240,6000,11
821322,1,83277,4000,31
1735480,1,183874,5000,99
376033,1,40808,4000,37
89021,1,7481,5000,24
721013,1,81909,5000,33
264281,1,26787,9000,34
1040735,1,104535,8000,31
493504,3,67000,4000,31
732141,1,11211,4000,22
535921,1,54044,0000,22
192149,3,69329,3000,22
1937100,1,2508,5000,99
1490432,1,15107,1000,11
298251,1,30253,0000,39
693214,1,39528,3000,31
1052302,1,23543,4000,37
1429866,1,180485,0000,11
705953,1,91002,4000,34
1674340,1,24025,4000,39
1656883,1,135948,5000,31
673677,1,42310,5000,35
1600209,1,2113,4000,11
1256798,1,126251,9000,99
809231,1,133022,4000,23
1675934,3,16497,4000,25
1646345,3,20010,7000,11
1412845,1,136501,5000,35
1176406,1,164745,5000,11
607285,1,61203,9000,11
895268,1,191494,0000,11
697245,3,122864,6000,11
959414,1,10723,1000,24
1032787,1,103740,0000,11
1119525,1,3994,5000,36
1213655,1,63223,4000,24
1698922,1,170377,9000,11
1712772,1,81219,1000,22
1208582,3,195609,6000,38
1540289,1,154587,6000,99
24423,3,80465,4000,31
367033,1,48200,0000,11
1374459,1,137905,9000,31
218149,1,9713,8000,37
757120,1,180945,9000,11
947320,1,182251,9000,11
1338916,1,134282,0000,35
1640882,1,40182,4000,25
1534331,1,131238,9000,37
7704,1,117225,9000,31
1593274,1,159868,9000,31
30649,1,6668,4000,31
130526,1,60988,9000,11
793735,1,93059,4000,24
228200,1,75321,5000,31
949998,1,43357,4000,22
608647,1,17155,4000,22
264476,3,107829,2000,23
349044,1,156148,4000,25
1651892,1,74754,8000,21
399882,1,61530,4000,23
791770,1,29428,9000,21
1326051,3,34816,7000,34
1390815,1,107793,4000,22
10049,1,80000,5000,35
755861,3,112373,3000,31
375208,1,61706,5000,24
357913,3,154369,0000,21
817229,1,189997,4000,31
803559,1,186866,4000,21
627139,3,64588,9000,11
1652601,1,97954,5000,38
682545,1,139241,4000,11
50757,1,5124,9000,26
919616,1,155196,4000,36
1495878,1,49095,6000,31
1399355,1,80263,6000,38
166757,1,114354,5000,11
508238,3,45513,5000,11
1545178,1,33745,4000,38
717796,1,72303,0000,35
1081308,1,2943,4000,33
1043013,1,60016,6000,34
733463,1,22112,5000,11
1426843,1,58198,4000,31
198239,3,99164,4000,34
1075913,1,186752,0000,11
844987,1,84805,9000,99
668457,1,1835,4000,11
746903,1,29938,6000,21
1261861,1,143302,7000,39
1402457,3,144746,6000,39
807446,1,137286,7000,37
1801171,1,31675,0000,38
139696,3,56559,7000,11
142502,1,33156,6000,31
645115,1,170676,4000,11
1715603,3,195850,0000,39
1129912,3,76293,7000,31
492072,1,49668,9000,31
403383,1,143834,4000,31
1395103,1,187595,4000,31
1594360,1,149718,5000,39
453920,1,118815,4000,23
230216,1,97485,1000,33
1019509,1,18264,9000,99
952132,1,20819,5000,22
414059,1,41939,6000,21
1307931,1,127236,9000,99
1322107,1,132633,6000,38
1524544,1,17262,5000,11
186154,1,25750,5000,11
376359,3,160554,7000,31
1689647,3,143788,0000,36
481379,1,48662,6000,99
1465298,1,28712,4000,34
1409176,3,122922,0000,99
1261627,1,150877,4000,36
1023174,3,148174,9000,23
1470984,1,108855,9000,31
568376,1,37208,4000,11
1368715,1,153206,5000,32
79136,1,125834,9000,38
991472,3,125413,9000,31
420936,3,95616,2000,31
1940388,1,177883,4000,24
330798,1,33528,6000,11
839713,1,88914,7000,11
1813637,1,181822,0000,38
240623,3,85052,2000,25
1659702,1,42387,8000,25
1679065,1,60011,4000,38
161135,1,152592,4000,31
229055,1,23248,0000,99
223460,1,22687,0000,22
278510,1,60845,9000,21
875139,1,159594,4000,34
1858786,1,187501,5000,11
729943,1,23722,0000,31
1944389,1,191068,6000,23
106186,3,29402,9000,11
158987,3,141002,4000,23
923016,3,15563,6000,31
615896,1,186625,2000,11
839368,1,117531,3000,36
985362,1,98858,0000,11
258029,1,96210,5000,11
1585402,1,79199,5000,31
117914,1,54328,4000,11
840017,1,56399,9000,25
1484040,1,148926,0000,33
1790853,1,171773,5000,21
490014,1,60637,6000,37
271176,1,54586,4000,21
997620,1,44820,6000,21
808020,3,69858,4000,34
453636,3,172914,5000,11
937607,3,52494,0000,25
914402,1,32328,5000,38
962637,1,187042,0000,31
438263,3,148462,5000,21
1493724,3,91932,6000,25
242153,3,43141,3000,31
1213290,1,102230,5000,99
1248878,1,125449,0000,38
1550032,1,127551,6000,11
1125232,3,164174,4000,31
803400,1,78636,3000,38
1956238,3,170271,5000,11
1018504,1,77889,5000,38
489662,1,49443,0000,22
1436447,1,165541,6000,31
850735,1,47814,8000,23
798855,1,143412,8000,21
1271955,1,140596,8000,11
1413653,3,66571,6000,35
596195,1,16703,6000,11
1033557,1,153788,4000,22
153215,1,121745,7000,34
1923586,1,104959,5000,31
1283372,1,189546,0000,23
300731,1,129696,7000,11
1555154,1,156043,8000,26
1878674,1,151419,7000,11
1411663,1,23685,4000,31
1329084,1,131446,5000,31
1364248,1,114333,2000,21
123917,1,175643,1000,11
794964,1,175646,2000,22
261465,1,26501,0000,35
1323736,3,66517,1000,99
602546,3,124133,7000,11
152770,1,173193,9000,31
533882,1,116317,4000,23
682216,3,144969,9000,11
455254,1,83610,0000,39
1843423,1,124169,4000,23
1570902,1,157651,9000,35
50827,1,57236,3000,31
1258920,1,56328,5000,23
762355,1,4719,6000,37
72057,1,186236,9000,99
473905,1,73170,4000,31
1010444,1,32734,4000,35
1765771,1,33153,5000,38
555571,1,156685,5000,21
1043657,1,104860,0000,31
508679,1,176866,9000,31
268040,1,27167,0000,23
1077686,1,108324,4000,34
996257,3,188423,0000,34
1126171,1,42188,2000,11
1575652,1,46084,0000,31
1711491,1,98329,8000,22
1546834,1,63043,5000,11
949373,1,183360,4000,11
1556901,1,2725,9000,36
1681395,1,151513,5000,11
1191004,3,131103,4000,31
1533274,1,123135,5000,24
828142,1,124800,0000,31
1929276,3,193426,8000,38
18931,3,74251,7000,11
933361,3,36667,6000,23
1051722,1,156615,6000,99
767490,1,173561,4000,26
350073,1,162436,4000,11
1650676,1,123627,4000,11
700388,1,174345,5000,11
1764716,3,103353,5000,11
1436285,1,12062,5000,38
1061824,1,8792,1000,11
547473,1,55663,6000,35
1141991,3,11644,4000,31
833138,1,74119,5000,25
1759716,1,27073,8000,25
1207305,1,179400,5000,38
261192,1,144330,4000,11
113291,3,99062,4000,99
1462711,1,146781,9000,38
449121,3,26043,2000,38
774943,1,10377,8000,23
437474,1,180550,4000,38
1271761,1,174010,4000,22
870660,1,14412,0000,21
452892,1,112222,4000,22
1539462,3,45412,2000,36
608729,1,31921,4000,11
859111,3,184024,8000,11
1368899,1,63146,4000,11
1662870,3,169939,5000,31
1031018,1,103557,9000,99
203821,1,140464,6000,38
696730,1,110416,4000,38
509768,1,163930,9000,11
1738590,3,107601,6000,38
1154477,1,18737,3000,35
1455628,3,180997,5000,34
1626475,1,72515,4000,31
430884,1,16483,5000,11
1552208,1,84642,6000,37
1384310,1,148570,6000,24
322926,1,32751,0000,39
1042426,1,138564,7000,31
1856479,1,181322,9000,38
1737778,3,174360,8000,99
1925856,1,92266,4000,22
1259,1,144572,9000,21
991422,3,84264,1000,39
1192640,1,57305,3000,31
944001,1,141735,0000,36
1404222,1,1654,1000,24
1344843,1,134911,9000,32
770577,3,161775,4000,34
1250911,1,125669,9000,99
676166,1,763,4000,32
1673038,1,167757,4000,38
886350,1,94014,5000,31
1882257,1,38229,9000,11
556939,3,86293,2000,37
1502239,1,93345,4000,99
873656,1,79918,4000,11
1386828,1,63883,4000,31
70975,1,141555,6000,31
33778,1,115485,5000,26
480725,1,109523,6000,37
827430,1,169557,5000,11
205480,1,104121,0000,21
1256206,1,41997,4000,26
689933,1,101127,4000,23
35235,1,3544,0000,35
1719872,1,128427,4000,25
1394000,1,85304,3000,35
1723999,1,172917,0000,37
658924,3,44006,4000,37
769323,3,122639,4000,21
392229,1,16756,9000,38
1255568,1,180251,4000,31
1120091,1,25976,2000,24
654394,1,95595,9000,11
102302,1,87793,4000,26
183141,1,24505,4000,22
901216,1,90404,0000,33
1702585,3,143505,5000,21
1328693,3,134097,3000,36
1626445,1,106459,9000,24
506551,1,111884,4000,22
1366626,1,137141,0000,11
472129,1,65919,4000,37
1329702,1,158879,4000,24
598091,1,30344,4000,38
349120,1,162933,4000,11
1508610,1,151364,0000,24
505395,1,21131,6000,11
58442,1,109872,6000,22
1212273,1,121838,8000,31
574648,3,104334,4000,34
557191,1,56209,4000,22
299534,3,136528,7000,23
1426591,1,12152,8000,31
1754852,1,69715,2000,24
264718,3,179765,7000,21
71619,1,116825,5000,32
5414,1,20295,4000,22
831356,1,107301,0000,11
842542,1,124345,5000,99
197009,1,13166,9000,31
1801809,1,129385,9000,33
1783661,1,25530,2000,24
1720040,1,146597,4000,25
457647,1,46333,6000,99
1034116,1,123401,0000,31
929422,3,161822,5000,11
293617,1,176750,2000,31
396111,1,40096,9000,32
1296062,1,68671,7000,21
290192,1,194988,4000,31
492072,1,162803,6000,11
248677,1,177570,7000,11
1478313,1,171549,0000,11
1767616,1,14872,3000,34
278764,1,59039,0000,11
1399956,1,150664,5000,11
1608337,3,185634,4000,11
480400,1,48553,9000,31
1928237,3,132888,4000,26
638256,3,24819,6000,11
249796,1,192530,8000,25
1524010,1,93269,6000,31
1233909,1,133893,0000,11
1072977,1,33176,0000,39
716737,1,68527,4000,11
1550828,1,155641,9000,37
1249757,1,125538,6000,31
1338848,1,134279,0000,31
547920,1,157460,0000,99
1274520,1,127978,0000,21
752209,1,171394,6000,11
1601092,1,160619,0000,11
1848575,1,70059,7000,24
1546956,1,157355,2000,23
1354318,1,135870,9000,23
435620,1,63098,6000,31
1076118,1,151725,4000,22
558610,1,140457,9000,31
1155717,1,42358,4000,11
1811142,1,181544,0000,35
938424,1,94136,0000,25
323150,1,20708,1000,22
1232649,1,168666,4000,26
813668,1,170636,4000,25
577154,1,168450,4000,33
1784714,1,67515,5000,31
211237,1,9804,4000,11
1503237,1,59966,5000,31
1488211,1,149355,9000,31
457589,1,53442,4000,99
744444,1,137557,2000,11
1650021,1,180830,5000,35
1594360,1,120760,4000,39
1730164,3,43401,7000,11
391480,1,44747,4000,11
1069699,3,46534,2000,35
321467,1,67995,9000,21
881921,1,88477,0000,11
800824,1,80461,0000,39
